text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
Ares Capital $ARCC Given a $19.00 Price Target by BMO Capital Markets Analysts https://t.co/MknJVxawVp,FALSE,0,NA,2019-08-02 23:54,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
BMO x Ari Lennox will never not get me hype <U+0001F602>,FALSE,0,NA,2019-08-02 23:53,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",saucefather_,0,FALSE,FALSE,NA,NA
@a_miller16 @manofbird Just another TFC Fan upset about having to share City Owned BMO Field which the City of Toro… https://t.co/jhzxG1HkM4,FALSE,1,a_miller16,2019-08-02 23:52,TRUE,1.16E+18,1.16E+18,484847494,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",GBbruins,0,FALSE,FALSE,NA,NA
BMO Capital Markets Reiterates $3.00 Price Target for AK Steel $AKS  https://t.co/CzuQIeRtos,FALSE,0,NA,2019-08-02 23:51,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",bbnsnews,0,FALSE,FALSE,NA,NA
"RT @BygoneBoatmen: This harmless tweet obviously showing BMO well before kickoff has been misinterpreted by a number of individuals, malici…",FALSE,0,NA,2019-08-02 23:50,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ravira,1,TRUE,FALSE,NA,NA
Primo Water $PRMW Given a $19.00 Price Target at BMO Capital Markets https://t.co/xyOHIOx7ls #markets,FALSE,0,NA,2019-08-02 23:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",IRAMarketReport,0,FALSE,FALSE,NA,NA
Primo Water $PRMW Given a $19.00 Price Target at BMO Capital Markets https://t.co/UhzcfIh2iJ #stocks,FALSE,0,NA,2019-08-02 23:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",chaffeybreeze,0,FALSE,FALSE,NA,NA
Okta $OKTA Receives New Coverage from Analysts at BMO Capital Markets https://t.co/u2j9Dzgzv0,FALSE,0,NA,2019-08-02 23:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
@BMO_97 I missed two days of training but I had a doctors note and they tried to get me to reinterview for a differ… https://t.co/wqBlBzQJLt,FALSE,2,BMO_97,2019-08-02 23:48,TRUE,1.16E+18,1.16E+18,952571390,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kathryntrevino_,0,FALSE,FALSE,NA,NA
Okta $OKTA Receives New Coverage from Analysts at BMO Capital Markets https://t.co/vEx7ooGiEj,FALSE,0,NA,2019-08-02 23:47,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",dispatchtribune,0,FALSE,FALSE,NA,NA
"DOVA held up well https://t.co/kYZph0gENq 
Earnings Tue BMO",FALSE,1,RickyRoma0,2019-08-02 23:43,FALSE,1.16E+18,1.16E+18,268010535,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",RickyRoma0,0,FALSE,FALSE,NA,NA
"Playing Mario with my son yesterday and right after we passed a level he turns to me and says, \and THATS the BMO e… https://t.co/4vfL6VFAWf""",FALSE,0,NA,2019-08-02 23:36,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",npdouma,0,FALSE,FALSE,NA,NA
@GIRthenerd And what looks like a BMO!,FALSE,1,GIRthenerd,2019-08-02 23:32,FALSE,1.16E+18,1.16E+18,1.15E+18,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",CaptainB_Z,0,FALSE,FALSE,NA,NA
"RT @Kony: New capital from @BMO to help fuel @Kony's continued growth, innovation and leadership in #DigitalBanking and Omnichannel #LowCod…",FALSE,0,NA,2019-08-02 23:28,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",gopimishra,1,TRUE,FALSE,NA,NA
QTS Realty Trust $QTS Stock Rating Reaffirmed by BMO Capital Markets https://t.co/YsrMYf530l,FALSE,0,NA,2019-08-02 23:27,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",OlympiaReport,0,FALSE,FALSE,NA,NA
"RT @CNConfessions: Jessica's got an Eduardo plush and a BMO inside her room. (and a Sock Monkey as well?)

#CraigOfTheCreek https://t.co/Vw…",FALSE,0,NA,2019-08-02 23:27,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",meii181,6,TRUE,FALSE,NA,NA
QTS Realty Trust $QTS Stock Rating Reaffirmed by BMO Capital Markets https://t.co/EZE6Qrwltd,FALSE,0,NA,2019-08-02 23:27,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ThisLincolnian,0,FALSE,FALSE,NA,NA
Intact Financial $IFC Price Target Raised to C$134.00 at BMO Capital Markets https://t.co/1v4NV6meS2,FALSE,0,NA,2019-08-02 23:26,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
QTS Realty Trust $QTS Stock Rating Reaffirmed by BMO Capital Markets https://t.co/IpAJcdmfIH,FALSE,0,NA,2019-08-02 23:26,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
@Tbars23 always BMO https://t.co/HXQxNGTM0b,FALSE,4,Tbars23,2019-08-02 23:24,FALSE,1.16E+18,1.16E+18,452466845,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",yunghoebo,0,FALSE,FALSE,NA,NA
Zscaler $ZS Coverage Initiated by Analysts at BMO Capital Markets https://t.co/TPYn2uW0ly,FALSE,0,NA,2019-08-02 23:24,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",TranscriptDaily,0,FALSE,FALSE,NA,NA
"@MBuhari Media Organisation BMO has become complete e-agberos on social media, as oluomo dey do him own for park, t… https://t.co/ruDF3QZ1p6",FALSE,0,MBuhari,2019-08-02 23:17,TRUE,NA,1.16E+18,2936714848,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",whales1212,0,FALSE,FALSE,NA,NA
"Amazing two weeks learning at Bmo IFL, so glad to meet these fantastic people and facilitators! Can’t wait to come… https://t.co/Gug4f1wu0D",FALSE,18,NA,2019-08-02 23:15,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",tifff0830,0,FALSE,FALSE,NA,NA
"$SFM:

BMO Capital Markets Downgrades Sprouts Farmers Market Citing …:

https://t.co/wx6aC60mqF",FALSE,0,NA,2019-08-02 23:14,FALSE,NA,1.16E+18,NA,"<a href=\http://www.newsflowing.com\"" rel=\""nofollow\"">NFIG</a>""",newswithvalue,0,FALSE,FALSE,NA,NA
BMO Capital Markets Reiterates “$328.00” Price Target for Mastercard $MA https://t.co/1FCoiUWKHb,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ZolmaxNews,0,FALSE,FALSE,NA,NA
Gilead Sciences $GILD PT Set at $82.00 by BMO Capital Markets https://t.co/3bSoPsp4zt,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ZolmaxNews,0,FALSE,FALSE,NA,NA
Colliers International Group $CIGI PT Set at $81.00 by BMO Capital Markets https://t.co/GUVaXWb0Ru,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
BMO Capital Markets Analysts Give Waste Connections $WCN a $105.00 Price Target https://t.co/L6e4yFSJzm,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
BMO Capital Markets Analysts Give Gilead Sciences $GILD a $82.00 Price Target https://t.co/GIHK7mqY1U,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",dailypoliticaln,0,FALSE,FALSE,NA,NA
Mastercard $MA Given a $328.00 Price Target by BMO Capital Markets Analysts https://t.co/4DjE5JP395,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",dailypoliticaln,0,FALSE,FALSE,NA,NA
RT @AriLennox: UPDATE: BMO music video drops on Monday <U+2764><U+FE0F> https://t.co/smYULY35DS,FALSE,0,NA,2019-08-02 23:00,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",samaiyaaa,3202,TRUE,FALSE,NA,NA
Waste Connections $WCN PT Set at $105.00 by BMO Capital Markets https://t.co/D1w3FsdpKa #markets,FALSE,0,NA,2019-08-02 22:59,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",IRAMarketReport,0,FALSE,FALSE,NA,NA
Waste Connections $WCN PT Set at $105.00 by BMO Capital Markets https://t.co/SyxOezrRqb #stocks,FALSE,0,NA,2019-08-02 22:59,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",chaffeybreeze,0,FALSE,FALSE,NA,NA
Gilead Sciences $GILD PT Set at $82.00 by BMO Capital Markets https://t.co/Ir6ApnBVZh,FALSE,0,NA,2019-08-02 22:58,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WatchlistN,0,FALSE,FALSE,NA,NA
@BMOnusGamer Thank you BMO <U+2764><U+FE0F> here’s hoping <U+0001F64F>,FALSE,1,BMOnusGamer,2019-08-02 22:58,FALSE,1.16E+18,1.16E+18,2456866736,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bchdofficial,0,FALSE,FALSE,NA,NA
"This week's BMO Capital Markets' Focus publication is now available, click here. https://t.co/6i5BRc6xlT",FALSE,0,NA,2019-08-02 22:57,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",loangowers,0,FALSE,FALSE,NA,NA
Mcdonald’s $MCD Price Target Increased to $230.00 by Analysts at BMO Capital Markets  https://t.co/YqTH4QCrRz,FALSE,0,NA,2019-08-02 22:57,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",bbnsnews,0,FALSE,FALSE,NA,NA
Ari Lennox BMO is my fav song right now <U+0001F602>,FALSE,0,NA,2019-08-02 22:55,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",SheeshRAEE,0,FALSE,FALSE,NA,NA
Colliers International Group $CIGI Given a $81.00 Price Target at BMO Capital Markets  https://t.co/Lt0FnRFSLn,FALSE,0,NA,2019-08-02 22:52,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",bbnsnews,0,FALSE,FALSE,NA,NA
Waste Connections $WCN Given a $105.00 Price Target by BMO Capital Markets Analysts https://t.co/fqfRflO0Rh,FALSE,0,NA,2019-08-02 22:52,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ThisLincolnian,0,FALSE,FALSE,NA,NA
Amgen $AMGN Given a $230.00 Price Target at BMO Capital Markets https://t.co/RkqB1nXJ41,FALSE,0,NA,2019-08-02 22:52,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ThisLincolnian,0,FALSE,FALSE,NA,NA
Colliers International Group $CIGI Given a $81.00 Price Target at BMO Capital Markets https://t.co/aNHxxgtHKw,FALSE,0,NA,2019-08-02 22:52,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ThisLincolnian,0,FALSE,FALSE,NA,NA
"RT @posteringottawa: FUSE STREET FESTIVAL <U+0001F9E1>
@westboroBIA 

Roller Disco
Capital Pop Up Cinema 
Westboro Makers Market 
Live Local Music
Bus…",FALSE,0,NA,2019-08-02 22:51,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",westboroBIA,6,TRUE,FALSE,NA,NA
Waste Connections $WCN Given a $105.00 Price Target at BMO Capital Markets https://t.co/t1OZjBD7tK,FALSE,0,NA,2019-08-02 22:51,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
Amgen $AMGN Given a $230.00 Price Target at BMO Capital Markets https://t.co/BqUN7kcMen,FALSE,0,NA,2019-08-02 22:51,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",WeekHerald,0,FALSE,FALSE,NA,NA
RT @candysamrgandy: Caption this https://t.co/61ZKoGxzV9,FALSE,0,NA,2019-08-02 22:51,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",bea_bmo,4089,TRUE,FALSE,NA,NA
BMO Capital Markets Reiterates $328.00 Price Target for Mastercard $MA https://t.co/UXOOkNDXU9,FALSE,0,NA,2019-08-02 22:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
Gilead Sciences $GILD Given a $82.00 Price Target by BMO Capital Markets Analysts https://t.co/iybxVsPcBS,FALSE,0,NA,2019-08-02 22:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",ConsumerFeed,0,FALSE,FALSE,NA,NA
Mastercard $MA Given a $328.00 Price Target at BMO Capital Markets https://t.co/b3UmFbkmO3 #markets,FALSE,0,NA,2019-08-02 22:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",IRAMarketReport,0,FALSE,FALSE,NA,NA
Mastercard $MA Given a $328.00 Price Target at BMO Capital Markets https://t.co/qAkBo8Zqu1 #stocks,FALSE,0,NA,2019-08-02 22:50,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",chaffeybreeze,0,FALSE,FALSE,NA,NA
#NowPlaying BMO  by Ari Lennox https://t.co/0xYfL7Qk1J #KeepingTheMusicInMotion #ListenLive #TeamPlatinum #Hiphop #RnB #OnlineRadio,FALSE,0,NA,2019-08-02 22:49,FALSE,NA,1.16E+18,NA,"<a href=\https://airtime.pro\"" rel=\""nofollow\"">Airtime Pro</a>""",PlatinumRadio10,0,FALSE,FALSE,NA,NA
Amgen $AMGN Given a $230.00 Price Target at BMO Capital Markets https://t.co/eUEAIdSZfs,FALSE,0,NA,2019-08-02 22:49,FALSE,NA,1.16E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",OlympiaReport,0,FALSE,FALSE,NA,NA
@a_miller16 @manofbird BMO Field is owned by the City of Toronto. TFC is lucky that they get any TV coverage with t… https://t.co/LdGlqb8gCt,FALSE,0,a_miller16,2019-08-02 22:48,TRUE,1.16E+18,1.16E+18,484847494,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",GBbruins,0,FALSE,FALSE,NA,NA
Listen to BMO by Ari Lennox #np on #SoundCloud I LOVEEEEEEE THIS SONG https://t.co/EKYcDTV6NU,FALSE,1,NA,2019-08-02 22:48,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BiankaNieves,0,FALSE,FALSE,NA,NA
@GBbruins @manofbird You’re lucky MLSE rescued your handegg squad from oblivion and gifted them BMO.  Better hope i… https://t.co/a3QfGT9ubR,FALSE,0,GBbruins,2019-08-02 22:45,TRUE,1.16E+18,1.16E+18,122067157,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",a_miller16,0,FALSE,FALSE,NA,NA
@a_miller16 @manofbird Or they can just stay where they are. Which is what will happen. It makes 0 sense for MLSE t… https://t.co/2BOZrqO12r,FALSE,0,a_miller16,2019-08-02 22:40,TRUE,1.16E+18,1.16E+18,484847494,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",GBbruins,0,FALSE,FALSE,NA,NA
"RT @RPintheHouse: I’ve been in the fun BMO crowd
With loyal fans whose cheers are loud.
People judge who won’t go near it
But they know not…",FALSE,0,NA,2019-08-02 22:39,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",bye_felicia182,1,TRUE,FALSE,NA,NA
"I’ve been in the fun BMO crowd
With loyal fans whose cheers are loud.
People judge who won’t go near it
But they kn… https://t.co/itvnlQrjtP",FALSE,2,NA,2019-08-02 22:38,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",RPintheHouse,1,FALSE,FALSE,NA,NA
"BMO Harris Bank, ADA collaborate to support women entrepreneurs https://t.co/UVHSSvwSPM https://t.co/DtHSwzCgPM",FALSE,0,NA,2019-08-02 22:31,FALSE,NA,1.16E+18,NA,"<a href=\https://dlvrit.com/\"" rel=\""nofollow\"">dlvr.it</a>""",DrHatzigiannis,0,FALSE,FALSE,NA,NA
@dannygonzalez I dont actually know i guess https://t.co/EmRNjMk8lA,FALSE,0,dannygonzalez,2019-08-02 22:30,FALSE,1.16E+18,1.16E+18,581317961,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",bmo_not,0,FALSE,FALSE,NA,NA
"@afcXav Retired player: Ballack

Player: Biglia

Stadium: BMO field  

Club: Benfica

National Team: Belgium",FALSE,1,afcXav,2019-08-02 22:29,FALSE,1.16E+18,1.16E+18,9.83E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ClassicChicha,0,FALSE,FALSE,NA,NA
".@NiconomistLoris - \Congress should prohibit rogue agencies from issuing pre-emptive vetoes...arbitrarily denying… https://t.co/FZitbVVUkp""",FALSE,0,NA,2019-08-02 22:25,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Michael_BMo,0,FALSE,FALSE,NA,NA
bmo harris bank is the worst bank of all time thanks bye,FALSE,1,NA,2019-08-02 22:24,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kaitkhaleesi,0,FALSE,FALSE,NA,NA
Market week: Stocks lose ground as U.S.-China trade war escalates; plus CI launches mirror mutual fund for high int… https://t.co/Pm32OLiD8X,FALSE,1,NA,2019-08-02 22:23,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",FundataInc,0,FALSE,FALSE,NA,NA
Market week: Stocks lose ground as U.S.-China trade war escalates; plus CI launches mirror mutual fund for high int… https://t.co/sfmEWDwHqZ,FALSE,1,NA,2019-08-02 22:23,TRUE,NA,1.16E+18,NA,"<a href=\https://www.hootsuite.com\"" rel=\""nofollow\"">Hootsuite Inc.</a>""",FundLibrary,0,FALSE,FALSE,NA,NA
@DeanDiMonte Hello Dean! We'll be happy to assist with your business needs. Please call us anytime at the 1-877-345… https://t.co/m8vkDM8V7T,FALSE,0,DeanDiMonte,2019-08-02 22:21,TRUE,1.16E+18,1.16E+18,36960158,"<a href=\https://www.sprinklr.com\"" rel=\""nofollow\"">Sprinklr</a>""",BMO,0,FALSE,FALSE,NA,NA
"Break me off n gitchi gitchi yaya
When the lights is out... I'm summertime crushin...put that game on pause n do it… https://t.co/xGyE2ecN1m",FALSE,0,NA,2019-08-02 22:20,TRUE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",JayNeeCole_,0,FALSE,FALSE,NA,NA
"RT @manofbird: The Argos are the new Expos. They used to routinely get 35,000+ at Exhibition Stadium. This was the crowd last night at BMO…",FALSE,0,NA,2019-08-02 22:12,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",O_ComeOn,13,TRUE,FALSE,NA,NA
Oooweee this Ari Lennox song BMO,FALSE,1,NA,2019-08-02 22:12,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DeeLee06,0,FALSE,FALSE,NA,NA
@Riderprider19 @Litz72 @CEdwardsTSN BMO is a great place to watch a game,FALSE,6,Riderprider19,2019-08-02 22:08,FALSE,1.16E+18,1.16E+18,1023443636,"<a href=\https://about.twitter.com/products/tweetdeck\"" rel=\""nofollow\"">TweetDeck</a>""",Travis_Currah,0,FALSE,FALSE,NA,NA
"@RickMoffat @TSN690 Battle? Nobody.

CFL officially folds in Jan 2020.

#Argos &amp; #Als aren't sustainable. (You see… https://t.co/XGq8hMKEXz",FALSE,0,RickMoffat,2019-08-02 22:03,TRUE,1.16E+18,1.16E+18,205369799,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",WolfredNelson,0,FALSE,FALSE,NA,NA
which bank is open and best to help grow a business with good customerservice? @RBC @cibc @BMO @TDBank_US @nationalbank @clearbanc #banks,FALSE,0,NA,2019-08-02 22:03,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",DeanDiMonte,0,FALSE,FALSE,NA,NA
RT @alex92taylor: My story from last nights argos win https://t.co/1cdHutJNa3 #CFL #PullTogether,FALSE,0,NA,2019-08-02 21:58,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bogoslea,2,TRUE,FALSE,NA,NA
"This week's BMO Capital Markets' Focus publication is now available, click here. https://t.co/evLYDKiVpE",FALSE,0,NA,2019-08-02 21:55,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",smkunn,0,FALSE,FALSE,NA,NA
Ari Lennox - BMO  TUNE IN HERE TO LISTEN : https://t.co/mkxT3kSoJb,FALSE,0,NA,2019-08-02 21:53,FALSE,NA,1.16E+18,NA,"<a href=\https://radio.co\"" rel=\""nofollow\"">Radio.co now playing</a>""",SadityAvenue,0,FALSE,FALSE,NA,NA
"RT @manofbird: The Argos are the new Expos. They used to routinely get 35,000+ at Exhibition Stadium. This was the crowd last night at BMO…",FALSE,0,NA,2019-08-02 21:47,FALSE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",LesWinkeler,13,TRUE,FALSE,NA,NA
"RT @rootstvnigeria: Report of Secret Burial is Smear Campaign Against Military-BMO
https://t.co/9rgWsI0Kh7
@BuhariMediaORG @atiku https://t…",FALSE,0,NA,2019-08-02 21:47,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BuhariMediaORG,4,TRUE,FALSE,NA,NA
BMO Private Wealth: Driving richer investment conversations. https://t.co/Sx0WzupE4U,FALSE,0,NA,2019-08-02 21:45,FALSE,NA,1.16E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",MatiasGrum,0,FALSE,FALSE,NA,NA
$BABA 16-Aug-19 ATM Implied Volatility is up +0.8%. Straddle Implies a Move of ±6.8%. Earnings Aug 15 BMO. https://t.co/8n4CUMKE3s,FALSE,0,NA,2019-08-02 21:44,FALSE,NA,1.16E+18,NA,"<a href=\https://marketchameleon.com\"" rel=\""nofollow\"">Market Chameleon Option Trades</a>""",MC_OptionTrades,0,FALSE,FALSE,NA,NA
RT @founding: .@RyersonDMZ &amp; @BMO invite founders to take part in a 2-day SMB #Banking Challenge on Oct 9-10th in #Toronto <U+0001F1E8><U+0001F1E6> Pitch your sm…,FALSE,0,NA,2019-08-02 21:42,FALSE,NA,1.16E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",stacwil,1,TRUE,FALSE,NA,NA
"This harmless tweet obviously showing BMO well before kickoff has been misinterpreted by a number of individuals, m… https://t.co/K512kLgmKP",FALSE,2,NA,2019-08-02 21:42,TRUE,NA,1.16E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",BygoneBoatmen,1,FALSE,FALSE,NA,NA
RT @TSXandTSXv: The #tweets on this #Twitter handle are for entertainment purposes only and they are not investment advice $WEED $APHA $ABX…,FALSE,0,NA,2019-08-02 21:38,FALSE,NA,1.16E+18,NA,"<a href=\https://gambiste.com\"" rel=\""nofollow\"">Gambiste</a>""",Gambiste1,1,TRUE,FALSE,NA,NA
"RT @stockbeepTSX: Aug 2 - Downtrend stocks in AM session (lower lows)

$BBD.B $MFC $TD $TECK.B $BNS $RY $BMO $WEF $SLF $EFL 

Scan updates…",FALSE,0,NA,2019-08-02 21:38,FALSE,NA,1.16E+18,NA,"<a href=\https://gambiste.com\"" rel=\""nofollow\"">Gambiste</a>""",Gambiste1,1,TRUE,FALSE,NA,NA
"@TheAJayII I think you should do 8
Ray of ligth
True blue
Confessions on A dance Floor
Rebel Heart 
Erotica 

+3
Mu… https://t.co/GKlA08XuOv",FALSE,0,TheAJayII,2019-08-02 21:37,TRUE,1.16E+18,1.16E+18,8.63E+17,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",ImTheDevil_BMO,0,FALSE,FALSE,NA,NA
